Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
IVE,iShares S&P 500 Value ETF,Equity,"$17,915,506,765.00 ",0.42%,"820,119",$130.63 ,0.17%,No,No,0.70%,1.26%,27.12%,37.18%,62.09%,"($19,320,375.00)","($26,065,350.00)","($4,222,478,645.00)","($204,134,034.00)","$1,006,152,841.00 ","$4,317,679,250.00 ",Large Cap Value Equities,2000-05-22,0.18%,2 Platforms,$2.74 ,2019-12-16,$0.74 ,2.10%,18.04,1,396,21.41%,35%,15%,1099,$129.05 ,$130.73 ,$130.26 ,$131.01 ,65.26,A,A,A-,B+,B+,B+,A-,5.5,44.62%,49.73%,231.82,10.82%,4.13%
QUAL,iShares Edge MSCI USA Quality Factor ETF,Equity,"$17,280,295,590.00 ",2.41%,"968,803",$103.43 ,0.30%,No,No,1.67%,3.48%,32.20%,56.80%,85.29%,"$497,839,360.00 ","$122,811,390.00 ","$799,920,438.00 ","$5,446,665,315.00 ","$10,274,580,981.50 ","$12,745,025,569.00 ",Large Cap Growth Equities,2013-07-16,0.15%,N/A,$1.62 ,2019-12-16,$0.44 ,1.57%,22.07,0.97,126,32.37%,35%,15%,1099,$99.48 ,$103.41 ,$103.13 ,$103.70 ,73.69,A,A,A-,A,A-,B+,B,6.73,94.38%,81.65%,166.84,2.76%,3.77%
RSP,Invesco S&P 500® Equal Weight ETF,Equity,"$16,930,730,496.00 ",1.18%,"420,720",$117.08 ,0.15%,No,No,1.12%,2.26%,23.95%,40.17%,63.24%,"($34,685,108.00)",$0.00 ,"($148,685,819.00)","$19,957,082.50 ","$608,111,843.00 ","$1,516,655,219.41 ",Large Cap Blend Equities,2003-04-30,0.20%,Charles Schwab,$1.96 ,2019-12-23,$0.47 ,1.67%,16.43,1.02,506,2.37%,35%,15%,1099,$114.30 ,$117.01 ,$116.74 ,$117.46 ,69.22,B+,A,B-,B-,B-,B+,A-,5.48,43.81%,49.43%,280.74,8.35%,5.18%
VV,Vanguard Large Cap ETF,Equity,"$16,720,029,007.00 ",2.07%,"186,580",$150.90 ,0.24%,No,No,1.21%,3.34%,28.60%,53.64%,80.31%,"$121,440,004.84 ","$102,154,757.09 ","$122,924,195.34 ","$455,506,345.11 ","$3,366,065,600.95 ","$5,500,640,752.45 ",Large Cap Growth Equities,2004-01-27,0.04%,Vanguard,$2.68 ,2019-12-24,$0.77 ,1.78%,22.3,1,580,22.28%,35%,15%,1099,$145.58 ,$151.17 ,$150.49 ,$151.31 ,70.91,A,A,A,B+,B,B+,A,5.6,51.89%,52.45%,183.4,11.45%,5.38%
SCHB,Schwab U.S. Broad Market ETF,Equity,"$16,586,002,334.00 ",1.98%,"544,552",$78.40 ,0.18%,No,No,1.23%,3.12%,27.54%,50.61%,77.07%,"($27,239,777.00)","($23,321,634.00)","$3,027,538.00 ","$522,478,608.50 ","$4,318,451,088.00 ","$6,771,713,884.50 ",Large Cap Growth Equities,2009-11-03,0.03%,Charles Schwab,$1.38 ,2019-12-12,$0.46 ,1.77%,20.42,1.02,2391,20.73%,35%,15%,1099,$75.80 ,$78.50 ,$78.18 ,$78.64 ,70.82,A,A,A+,B+,A-,A-,A,5.35,36.10%,46.05%,175.16,10.47%,5.42%
XLY,Consumer Discretionary Select Sector SPDR Fund,Equity,"$15,359,812,824.00 ",0.79%,"3,192,975",$126.41 ,-0.23%,No,No,0.04%,1.97%,22.16%,56.52%,94.74%,"$923,571,707.00 ","$227,765,918.00 ","$760,192,117.00 ","$1,194,511,473.50 ","($1,449,301,620.00)","($1,074,721,545.06)",Consumer Discretionary Equities,1998-12-16,0.13%,N/A,$1.60 ,2019-12-20,$0.41 ,1.26%,22.73,1.09,65,64.62%,35%,15%,1099,$123.61 ,$127.58 ,$126.06 ,$126.81 ,61.11,A,A+,A,B+,A,A-,B+,5.06,46.67%,39.83%,44.87,25.07%,0.65%
VGK,Vanguard FTSE Europe ETF,Equity,"$15,039,707,572.00 ",-0.07%,"2,915,337",$58.56 ,0.03%,No,No,0.22%,1.35%,20.50%,31.85%,34.90%,"$72,091,383.49 ","$473,520.64 ","$132,856,032.34 ","($207,137,334.49)","$1,863,729,575.43 ","$3,176,091,421.77 ",Europe Equities,2005-03-10,0.09%,2 Platforms,$1.92 ,2019-12-23,$0.33 ,3.28%,16.6,0.85,1096,15.73%,35%,15%,1099,$57.73 ,$58.89 ,$58.45 ,$58.66 ,61.39,A,A,A+,B,B+,A-,A+,7.7,41.89%,93.81%,150.59,12.67%,5.73%
VBR,Vanguard Small Cap Value ETF,Equity,"$14,886,740,262.00 ",0.28%,"290,788",$137.45 ,0.26%,No,No,1.11%,0.81%,15.45%,19.46%,48.15%,"$81,050,344.91 ","$28,192,913.58 ","$13,625,943.62 ","$925,533,173.33 ","$3,217,560,473.13 ","$7,148,395,205.65 ",Small Cap Blend Equities,2004-01-30,0.07%,2 Platforms,$2.82 ,2019-12-24,$1.02 ,2.06%,16,1.1,827,5.55%,35%,15%,1099,$135.48 ,$137.63 ,$136.91 ,$137.99 ,63.35,A+,A,A+,B,A,A,A,4.1,48.89%,19.72%,180.57,5.33%,4.40%
EWJ,iShares MSCI Japan ETF,Equity,"$13,896,918,414.00 ",0.71%,"6,552,247",$59.66 ,-0.37%,No,No,0.24%,-0.43%,14.31%,23.16%,44.94%,"($187,842,217.50)","($187,842,217.50)","($322,051,792.50)","($3,220,977,159.00)","($4,927,041,091.50)","($3,910,231,483.50)",Japan Equities,1996-03-12,0.49%,2 Platforms,$1.20 ,2019-12-16,$0.72 ,2.01%,14.21,0.8,324,19.47%,35%,15%,1099,$59.15 ,$60.15 ,$59.58 ,$59.73 ,53.71,A,A+,B-,B+,A-,B+,B+,5.71,74.38%,56.11%,96.39,7.72%,9.79%
VT,Vanguard Total World Stock ETF,Equity,"$13,855,037,606.00 ",1.54%,"1,604,984",$82.24 ,0.01%,No,No,0.97%,2.52%,23.38%,41.65%,57.94%,"$98,311,740.71 ","$97,932,813.58 ","$99,051,963.52 ","($1,497,366,524.99)","$4,484,655,559.08 ","$6,873,457,994.63 ",Large Cap Blend Equities,2008-06-26,0.09%,2 Platforms,$1.88 ,2019-12-23,$0.61 ,2.29%,18.3,0.95,901,11.21%,35%,15%,1099,$79.96 ,$82.39 ,$82.06 ,$82.43 ,69.18,A+,A,A,A-,A-,B+,A+,5.7,25.79%,55.80%,189.28,9.60%,5.56%
XLP,Consumer Staples Select Sector SPDR Fund,Equity,"$13,254,652,002.00 ",0.89%,"10,178,269",$63.54 ,0.71%,No,No,2.06%,2.00%,25.81%,34.02%,48.86%,"($384,954,299.50)","($95,987,947.00)","($897,127,465.50)","$1,373,298,502.50 ","$3,255,538,556.00 ","$1,016,857,709.70 ",Consumer Staples Equities,1998-12-16,0.13%,N/A,$1.62 ,2019-12-20,$0.51 ,2.56%,20.86,0.58,34,70.56%,35%,15%,1099,$62.07 ,$63.41 ,$63.14 ,$63.80 ,65.01,A,A+,A,B,A-,A,B+,7.18,83.56%,88.15%,59.7,13.09%,17.09%
EFAV,iShares Edge MSCI Min Vol EAFE ETF,Equity,"$13,130,771,484.00 ",0.91%,"751,688",$75.22 ,0.19%,No,No,1.03%,1.63%,14.84%,32.06%,41.89%,$0.00 ,$0.00 ,$0.00 ,"$2,047,070,280.00 ","$5,911,357,767.00 ","$10,692,957,295.00 ",Foreign Large Cap Equities,2011-10-18,0.20%,Fidelity,$3.12 ,2019-12-16,$1.73 ,4.16%,19.79,0.5,279,12.73%,35%,15%,1099,$73.89 ,$75.11 ,$75.06 ,$75.34 ,64.56,A,A,A,B-,A+,B,B+,7.19,70.95%,88.33%,227.92,7.31%,10.55%
GDX,VanEck Vectors Gold Miners ETF,Equity,"$13,051,571,316.00 ",-1.67%,"50,938,056",$28.79 ,1.88%,No,No,1.55%,5.62%,40.66%,29.20%,46.35%,"$350,522,671.00 ","$188,011,850.50 ","$554,556,447.00 ","($568,247,006.50)","($246,942,132.00)","$4,072,229,197.50 ",Materials,2006-05-22,0.53%,N/A,$0.19 ,2019-12-23,$0.19 ,0.66%,30.07,-0.17,49,60.20%,35%,15%,1099,$26.76 ,$30.08 ,$28.35 ,$29.05 ,55.41,B+,A+,A-,C+,C+,B+,B-,6.12,48.96%,67.76%,441.97,4.88%,0.00%
XLI,Industrial Select Sector SPDR Fund,Equity,"$12,673,461,242.00 ",2.58%,"9,855,039",$83.57 ,0.16%,No,No,0.70%,3.36%,26.07%,40.16%,69.34%,"$1,809,427,206.00 ","$419,611,516.00 ","$1,847,566,592.50 ","$468,516,839.50 ","($877,687,987.00)","$171,716,965.00 ",Industrials Equities,1998-12-16,0.13%,N/A,$1.58 ,2019-12-20,$0.40 ,1.90%,19.07,1.16,71,44.03%,35%,15%,1099,$80.62 ,$83.95 ,N/A,N/A,63.7,A,A+,A,B,A-,A,B,6.28,67.68%,71.74%,164.84,37.01%,1.94%
SPLV,Invesco S&P 500® Low Volatility ETF,Equity,"$12,253,756,151.00 ",1.18%,"3,353,289",$59.03 ,0.80%,No,No,1.93%,2.50%,26.68%,51.37%,73.23%,"$51,952,116.00 ","$37,474,494.00 ","$156,690,048.00 ","$1,722,725,256.00 ","$2,876,053,538.50 ","$3,250,115,580.50 ",Volatility Hedged Equity,2011-05-05,0.25%,Charles Schwab,$1.21 ,2019-12-23,$0.11 ,2.07%,22.36,0.6,101,12.45%,35%,15%,1099,$57.42 ,$58.71 ,$58.75 ,$59.22 ,65.68,A,A,B+,A+,A,A-,B-,5.91,74.15%,61.50%,870.27,16.71%,5.98%
IWP,iShares Russell Midcap Growth ETF,Equity,"$11,961,227,655.00 ",3.10%,"262,614",$157.31 ,0.30%,No,No,1.58%,4.13%,31.85%,60.98%,80.64%,"($15,612,220.00)","($15,612,220.00)","($22,953,415.00)","$65,967,976.50 ","$875,693,524.00 ","$1,539,677,305.50 ",All Cap Equities,2001-07-17,0.24%,TD Ameritrade,$0.91 ,2019-12-16,$0.26 ,0.58%,30.13,1.07,404,12.29%,35%,15%,1099,$150.11 ,$157.39 ,$156.66 ,$157.94 ,71.8,A+,A+,A-,A,A,A,A+,4.57,74.29%,27.63%,48.77,3.15%,4.86%
IWS,iShares Russell Midcap Value ETF,Equity,"$11,898,354,624.00 ",0.59%,"471,389",$95.33 ,0.14%,No,No,1.29%,1.76%,21.07%,24.77%,45.92%,"($56,596,903.00)","($33,035,180.50)","($42,471,765.50)","($561,084,218.00)","$736,718,866.50 ","$2,355,401,459.00 ",Mid Cap Blend Equities,2001-07-17,0.24%,TD Ameritrade,$1.86 ,2019-12-16,$0.55 ,1.96%,17.76,0.98,632,6.70%,35%,15%,1099,$93.51 ,$95.25 ,$95.03 ,$95.66 ,68.16,A,A+,A-,B-,B+,B,A,5.04,88.37%,39.48%,442.9,8.19%,5.00%
SCHD,Schwab US Dividend Equity ETF,Equity,"$11,847,724,742.00 ",1.00%,"767,586",$58.50 ,0.17%,No,No,1.25%,1.77%,25.10%,46.93%,72.34%,"$116,104,299.00 ","$55,180,377.50 ","$189,420,574.50 ","$1,999,554,651.50 ","$4,581,053,346.54 ","$6,299,872,882.30 ",Large Cap Blend Equities,2011-10-20,0.06%,Charles Schwab,$1.73 ,2019-12-12,$0.47 ,2.95%,17.27,0.93,100,44.29%,35%,15%,1099,$57.37 ,$58.49 ,$58.33 ,$58.67 ,65.28,A,A,A,A,A,A,B-,6.3,80.00%,72.22%,81.49,5.89%,6.31%
SCZ,iShares MSCI EAFE Small-Cap ETF,Equity,"$11,250,306,462.00 ",-0.27%,"1,005,197",$62.11 ,0.00%,No,No,0.31%,1.37%,18.85%,32.04%,53.86%,"$210,774,088.00 ","$136,189,984.00 ","$210,774,088.00 ","$831,269,562.00 ","$3,246,846,616.00 ","$5,629,112,534.00 ",Foreign Small & Mid Cap Equities,2007-12-10,0.40%,2 Platforms,$2.19 ,2019-12-16,$1.26 ,3.52%,15.58,0.84,2350,2.96%,35%,15%,1099,$61.24 ,$62.60 ,N/A,N/A,60.87,A,A+,A-,A,A-,B+,A,5.62,50.00%,52.86%,128.25,3.16%,8.30%
ACWI,iShares MSCI ACWI ETF,Equity,"$11,152,410,400.00 ",1.58%,"1,978,088",$80.50 ,-0.06%,No,No,0.94%,2.48%,23.43%,41.62%,57.12%,$0.00 ,$0.00 ,$0.00 ,"($1,231,487,718.00)","$2,929,734,662.00 ","$2,143,689,268.00 ",Large Cap Blend Equities,2008-03-26,0.32%,2 Platforms,$1.85 ,2019-12-16,$0.94 ,2.30%,18.16,0.93,2285,12.62%,35%,15%,1099,$78.26 ,$80.71 ,$80.35 ,$80.69 ,68.96,A,A,A-,A-,A-,B,A,5.97,36.80%,63.32%,182.5,10.20%,5.78%
XLU,Utilities Select Sector SPDR Fund,Equity,"$11,012,176,570.00 ",1.97%,"15,141,420",$65.89 ,1.40%,No,No,3.15%,2.74%,29.01%,49.72%,62.98%,"($304,137,470.00)","($132,637,853.50)","($433,198,430.50)","$347,151,081.50 ","$1,720,396,285.00 ","$643,196,047.25 ",Utilities Equities,1998-12-16,0.13%,N/A,$1.91 ,2019-12-20,$0.50 ,2.94%,20.55,0.16,29,61.29%,35%,15%,1099,$63.42 ,$65.11 ,$65.33 ,$66.22 ,69.38,A,A+,A,B+,A,A,B-,7.47,77.03%,91.75%,2777.48,68.00%,5.87%
XLE,Energy Select Sector SPDR Fund,Equity,"$10,846,013,975.00 ",-1.07%,"13,667,580",$59.40 ,-0.74%,No,No,-0.52%,-0.35%,1.14%,-10.14%,-4.34%,"$408,883,383.50 ","($236,018,159.50)","$690,481,883.00 ","($2,277,083,563.50)","($2,933,566,743.00)","$2,705,955,073.00 ",Energy Equities,1998-12-16,0.13%,N/A,$3.44 ,2019-12-30,$1.79 ,5.75%,19.73,1.2,29,75.34%,35%,15%,1099,$59.18 ,$60.75 ,$59.16 ,$59.70 ,51.45,A,A+,A,B,A,A-,B,5.87,71.76%,60.29%,430.19,0.00%,0.14%
EWZ,iShares MSCI Brazil ETF,Equity,"$10,685,549,281.00 ",-3.58%,"23,155,332",$45.75 ,-2.29%,No,No,-2.68%,-0.75%,10.01%,37.59%,44.01%,$0.00 ,$0.00 ,"$308,937,299.50 ","$1,270,712,290.00 ","$4,669,949,259.50 ","$5,204,591,225.50 ",Latin America Equities,2000-07-10,0.59%,TD Ameritrade,$1.21 ,2019-12-30,$0.10 ,2.58%,15.85,0.72,56,50.12%,35%,15%,1099,$45.46 ,$48.20 ,$45.52 ,$46.21 ,51.61,B+,A+,B-,C+,B+,B,A-,3.31,27.72%,10.12%,225.48,6.07%,1.69%
DGRO,iShares Core Dividend Growth ETF,Equity,"$10,538,976,866.00 ",0.76%,"1,373,880",$42.39 ,0.05%,No,No,0.98%,1.58%,27.39%,55.76%,83.44%,"$116,199,678.50 ","$46,556,193.00 ","($307,687,593.00)","$3,271,206,264.00 ","$7,585,587,611.00 ","$8,400,606,248.50 ",Large Cap Growth Equities,2014-06-10,0.08%,Fidelity,$0.93 ,2019-12-16,$0.23 ,2.20%,19.49,0.92,479,26.07%,35%,15%,1099,$41.72 ,$42.43 ,$42.28 ,$42.50 ,65.21,B+,B+,A,A-,B-,C+,N/A,6.01,68.42%,64.26%,210.37,6.84%,7.16%
VOE,Vanguard Mid-Cap Value ETF,Equity,"$10,426,260,553.00 ",0.67%,"232,239",$119.99 ,0.19%,No,No,1.37%,1.73%,22.62%,30.04%,53.09%,"$30,652,700.65 ","$3,144,098.19 ","($43,688,540.22)","$461,638,460.76 ","$2,148,257,934.84 ","$4,748,338,685.63 ",Mid Cap Value Equities,2006-08-24,0.07%,2 Platforms,$2.44 ,2019-12-24,$0.84 ,2.04%,17.1,1.01,189,12.07%,35%,15%,1099,$117.65 ,$119.83 ,$119.49 ,$120.45 ,66.65,A+,A,A+,B+,A-,A,B+,5.24,93.11%,43.81%,575.95,7.68%,2.91%
IWV,iShares Russell 3000 ETF,Equity,"$10,395,109,420.00 ",1.95%,"251,783",$192.17 ,0.21%,No,No,1.20%,3.15%,27.51%,49.90%,76.10%,"$28,281,627.00 ",$0.00 ,"$28,546,732.00 ","($1,271,756,529.00)","($41,317,987.00)","$194,300,113.00 ",Large Cap Growth Equities,2000-05-22,0.20%,TD Ameritrade,$3.19 ,2019-12-16,$0.89 ,1.66%,21.97,1.01,2884,19.67%,35%,15%,1099,$185.79 ,$192.39 ,$191.58 ,$192.75 ,71.28,A,A,A-,B+,B+,A-,A,5.35,36.76%,46.22%,175.25,10.47%,5.40%
VHT,Vanguard Healthcare ETF,Equity,"$10,228,378,353.00 ",2.11%,"204,539",$195.78 ,0.86%,No,No,1.68%,3.02%,20.56%,56.70%,64.18%,"$33,657,000.00 ","$54,000.00 ","$72,277,839.43 ","$21,099,019.26 ","$1,587,690,198.47 ","$2,808,604,531.30 ",Health & Biotech Equities,2004-01-30,0.10%,Vanguard,$3.62 ,2019-12-16,$0.72 ,1.86%,25.4,0.94,389,44.05%,35%,15%,1099,$189.33 ,$194.90 ,$194.67 ,$196.61 ,72.06,A+,A,A+,A-,B+,A,A+,5.13,56.15%,41.42%,19.31,0.01%,13.35%
VBK,Vanguard Small Cap Growth ETF,Equity,"$10,147,668,284.00 ",2.72%,"150,109",$204.11 ,0.29%,No,No,1.79%,3.86%,26.93%,52.52%,70.99%,"$61,904,614.08 ","$25,708,799.76 ","($228,580,967.89)","$379,930,033.16 ","$1,509,045,013.22 ","$2,569,255,042.57 ",Small Cap Growth Equities,2004-01-30,0.07%,3 Platforms,$1.14 ,2019-12-24,$0.45 ,0.56%,30.2,1.13,571,6.78%,35%,15%,1099,$195.63 ,$203.57 ,$202.63 ,$205.39 ,72.15,A+,A,A+,B+,A,A,A,3.65,26.63%,14.04%,94.92,3.74%,7.06%
IWO,iShares Russell 2000 Growth ETF,Equity,"$10,135,272,840.00 ",2.44%,"541,709",$219.45 ,0.70%,No,No,2.00%,3.11%,22.43%,42.48%,63.31%,"$42,616,657.00 ","($43,257,883.00)","$42,616,657.00 ","($403,384,214.00)","($210,742,563.00)","$53,119,626.50 ",Small Cap Growth Equities,2000-07-24,0.24%,TD Ameritrade,$1.52 ,2019-12-16,$0.49 ,0.70%,26.27,1.22,1168,5.38%,35%,15%,1099,$211.51 ,$218.18 ,$217.88 ,$220.68 ,71.24,A-,A+,B+,A-,C,A-,A,3.58,23.34%,13.17%,84.67,4.53%,6.35%
FVD,First Trust Value Line Dividend Index,Equity,"$9,991,635,445.00 ",0.69%,"1,383,916",$36.28 ,0.36%,No,No,1.31%,1.23%,23.75%,37.79%,69.32%,"$229,784,066.50 ","$57,684,404.00 ","$387,800,944.00 ","$4,143,189,063.00 ","$5,537,364,842.50 ","$7,118,332,233.18 ",Large Cap Blend Equities,2003-08-26,0.70%,N/A,$0.73 ,2019-12-13,$0.20 ,2.03%,19.47,0.69,202,5.29%,35%,15%,1099,$35.70 ,$36.17 ,$36.16 ,$36.38 ,66.4,B+,A-,C+,A-,B+,B+,B,6.2,84.94%,69.95%,595.5,11.75%,5.15%
MTUM,iShares Edge MSCI USA Momentum Factor ETF,Equity,"$9,785,734,630.00 ",3.21%,"668,889",$129.59 ,0.85%,No,No,2.48%,4.57%,26.84%,73.80%,103.95%,"$82,318,933.00 ","$44,607,473.50 ","$120,035,068.00 ","($287,471,788.50)","$5,276,079,076.50 ","$6,543,196,247.50 ",Large Cap Growth Equities,2013-04-16,0.15%,N/A,$1.86 ,2019-12-16,$0.51 ,1.44%,32.33,0.85,126,37.60%,35%,15%,1099,$123.28 ,$128.94 ,$128.82 ,$130.11 ,74.75,A-,A,A,A,B+,B,B,6.02,78.99%,64.53%,236.87,5.75%,7.45%
IWN,iShares Russell 2000 Value ETF,Equity,"$9,784,457,100.00 ",-0.52%,"862,889",$127.91 ,0.19%,No,No,0.31%,-0.45%,13.58%,13.64%,42.65%,"($31,701,155.00)",$0.00 ,"($31,625,830.00)","($409,270,755.00)","$161,773,037.00 ","$1,745,416,460.50 ",Small Cap Value Equities,2000-07-24,0.24%,TD Ameritrade,$2.47 ,2019-12-16,$0.80 ,1.94%,13.91,1.07,1398,4.92%,35%,15%,1099,$126.78 ,$129.37 ,$127.27 ,$128.46 ,58.64,A-,A+,A-,C,B-,A-,A,3.21,6.89%,8.93%,222.02,3.32%,4.32%
SCHG,Schwab U.S. Large-Cap Growth ETF,Equity,"$9,607,263,156.00 ",3.56%,"343,653",$96.22 ,0.35%,No,No,1.55%,5.10%,34.33%,72.57%,100.43%,"$61,461,419.00 ","$28,650,057.00 ","$112,443,131.50 ","$1,149,368,679.50 ","$3,005,366,535.00 ","$4,414,088,121.00 ",Large Cap Growth Equities,2009-12-11,0.04%,Charles Schwab,$0.76 ,2019-12-12,$0.20 ,0.79%,26.78,1.05,351,39.80%,35%,15%,1099,$90.84 ,$96.64 ,$95.96 ,$96.51 ,74.08,A-,A,A+,B-,B,B+,A,5.62,53.95%,53.08%,80.16,13.08%,4.70%
SCHA,Schwab U.S. Small-Cap ETF,Equity,"$9,219,384,571.00 ",1.06%,"339,180",$76.44 ,0.37%,No,No,1.30%,1.49%,19.10%,27.78%,52.46%,"$18,900,897.00 ","$7,549,206.00 ","$37,834,455.50 ","$733,173,026.50 ","$3,040,848,888.50 ","$4,948,432,249.50 ",Small Cap Growth Equities,2009-11-03,0.04%,Charles Schwab,$1.05 ,2019-12-12,$0.38 ,1.38%,16.9,1.14,1734,3.56%,35%,15%,1099,$74.92 ,$76.29 ,$76.05 ,$76.78 ,66.99,A+,A,A+,A-,A,A,A,3.47,17.52%,11.93%,150.95,4.11%,5.50%
FDN,First Trust Dow Jones Internet Index,Equity,"$8,301,204,004.00 ",5.23%,"325,748",$146.39 ,0.40%,No,No,1.92%,6.37%,14.47%,72.24%,148.12%,"$29,370,367.50 ","$43,493,256.00 ","($12,343,029.50)","($421,882,950.50)","$1,603,668,430.50 ","$2,493,648,849.82 ",Large Cap Growth Equities,2006-06-23,0.52%,N/A,$0.00 ,2011-12-21,$0.01 ,0.00%,30.97,1.15,42,50.47%,35%,15%,1099,$135.52 ,$146.82 ,$145.66 ,$147.26 ,70.14,B+,A,B,A+,B+,C,B,5.33,45.93%,45.72%,16.01,9.09%,3.42%
VXF,Vanguard Extended Market VIPERs ETF,Equity,"$8,298,665,439.00 ",2.02%,"272,284",$128.54 ,0.22%,No,No,1.48%,2.97%,22.28%,36.90%,60.17%,"$43,413,934.92 ","$56,697,437.00 ","$88,796,939.48 ","$415,249,163.20 ","$2,373,758,192.40 ","$2,587,068,705.75 ",Small Cap Growth Equities,2002-01-04,0.07%,2 Platforms,$1.64 ,2019-12-24,$0.66 ,1.28%,19.7,1.1,1898,5.84%,35%,15%,1099,$124.35 ,$128.23 ,$127.98 ,$129.14 ,71.68,A+,A-,A,A,B-,A,A+,3.72,29.30%,14.77%,155.09,3.31%,6.54%
IUSG,iShares Core S&P U.S. Growth ETF,Equity,"$8,192,116,359.00 ",3.10%,"643,922",$69.74 ,0.22%,No,No,1.59%,4.76%,29.20%,65.34%,95.24%,"($168,656,247.00)","($90,179,028.00)","($731,253,220.50)","$880,407,453.50 ","$4,573,008,423.00 ","$5,088,554,466.00 ",Large Cap Growth Equities,2000-07-24,0.04%,N/A,$1.11 ,2019-12-16,$0.41 ,1.60%,27.94,1.01,505,36.27%,35%,15%,1099,$66.17 ,$70.02 ,$69.55 ,$69.95 ,73.62,A,A-,A,B+,A,B+,A+,5.75,65.66%,57.15%,134.53,12.11%,5.93%
AMLP,Alerian MLP ETF,Equity,"$8,124,860,975.00 ",4.35%,"26,541,036",$8.87 ,0.00%,No,No,0.68%,3.99%,-0.59%,-12.10%,-19.21%,"($179,186,908.00)","($61,039,904.00)","($212,426,453.50)","($340,280,971.50)","$1,187,372,043.00 ","$4,452,178,874.39 ",MLPs,2010-08-24,0.85%,N/A,$0.77 ,2019-11-14,$0.20 ,8.75%,10.57,1.03,21,74.80%,35%,15%,1099,$8.39 ,$8.91 ,$8.82 ,$8.90 ,63.18,A,A+,A-,C+,A-,B+,B+,1.91,5.33%,2.12%,5657.23,0.00%,0.00%
VFH,Vanguard Financials ETF,Equity,"$7,936,161,806.00 ",-0.26%,"462,917",$76.08 ,-0.50%,No,No,-0.05%,-0.16%,24.96%,34.80%,76.25%,"$4,178,342.64 ","$366,842.64 ","$25,165,842.64 ","$30,342,928.72 ","$1,408,267,351.76 ","$3,077,782,627.09 ",Financials Equities,2004-01-30,0.10%,Vanguard,$1.66 ,2019-12-16,$0.46 ,2.17%,14,1.12,425,42.99%,35%,15%,1099,$75.82 ,$76.72 ,$75.81 ,$76.32 ,56.07,A+,A-,A,B,A-,B+,A+,3.93,19.73%,17.38%,24.61,6.93%,0.28%
HDV,iShares Core High Dividend ETF,Equity,"$7,767,092,802.00 ",-0.74%,"303,930",$97.34 ,-0.05%,No,No,0.13%,0.03%,17.12%,31.98%,52.41%,"($4,845,729.50)","($9,751,709.00)","($575,591,613.50)","$232,847,302.50 ","$187,348,436.00 ","$1,033,924,909.50 ",Large Cap Value Equities,2011-03-29,0.08%,Fidelity,$3.21 ,2019-12-16,$0.78 ,3.29%,17.87,0.74,76,61.04%,35%,15%,1099,$96.97 ,$98.49 ,$97.10 ,$97.58 ,55.5,A-,A,A,C,A,A,C+,5.49,40.70%,49.59%,378.17,6.54%,7.26%
GSLC,Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF,Equity,"$7,717,902,552.00 ",1.99%,"293,005",$65.96 ,0.24%,No,No,1.27%,3.17%,28.30%,54.76%,N/A,"$52,006,369.00 ","$3,273,081.00 ","$81,135,541.00 ","$2,518,200,348.00 ","$4,638,185,067.00 ","$5,972,978,084.50 ",Large Cap Growth Equities,2015-09-17,0.09%,N/A,$1.00 ,2019-12-24,$0.28 ,1.52%,20.87,0.97,450,18.48%,39%,20%,1099,$63.74 ,$66.04 ,$65.78 ,$66.14 ,70.95,A-,A-,A,N/A,A-,C+,N/A,5.8,68.64%,58.54%,253.83,9.49%,5.45%
IBB,iShares Nasdaq Biotechnology ETF,Equity,"$7,640,446,275.00 ",1.01%,"2,509,389",$121.73 ,0.51%,No,No,1.26%,0.97%,11.65%,31.30%,16.75%,"($25,378,346.00)","($276,891,946.00)","($33,309,536.00)","($1,382,880,157.00)","$16,559,423,039.00 ","$18,596,700,129.50 ",Health & Biotech Equities,2001-02-05,0.47%,N/A,$0.21 ,2019-12-16,$0.06 ,0.17%,24.4,1.38,217,47.89%,35%,15%,1099,$118.08 ,$123.41 ,$120.97 ,$122.54 ,60.07,B+,A,B,A,C+,C+,A,4.21,24.18%,21.51%,22.15,0.11%,32.88%
